Food & Beverages,Inflight Entertainment,Seat Comfort,Staff Service,Value for Money,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Cabin Staff Service,Ground Service,Value For Money,Recommended,Wifi & Connectivity
3,,3,,,,Couple Leisure,Business Class,LHR to NCE,May-16,3,2,3,yes,3
,,3,,,A320,Solo Leisure,Economy Class,LGW to AMS,Nov-15,3,1,3,no,
5,4,3,,,Boeing 777-200,Couple Leisure,First Class,YYZ to LHR,Mar-16,4,5,5,yes,
1,2,2,,,,Solo Leisure,Economy Class,ACC to LHR,Apr-16,4,4,4,no,2
3,3,3,,,Boeing 747-400,Couple Leisure,Economy Class,LHR to MIA,Apr-16,2,2,4,no,
1,1,1,,,A319,Business,Business Class,OSL to LHR,Apr-16,2,1,1,no,
5,,4,,,A319 / A320,Business,Business Class,LGW to IBZ,Apr-16,4,4,3,yes,
3,3,4,,,,Family Leisure,Business Class,ORD to LHR,Apr-16,5,5,4,yes,
3,3,3,,,Boeing 747-400,Business,Economy Class,DXB to LHR,Apr-16,3,3,4,yes,
4,3,3,,,Boeing 777-200,Solo Leisure,Economy Class,LHR to SFO,Apr-16,4,4,4,yes,
5,5,5,,,Boeing 747-400 / A320,Family Leisure,Business Class,ORD to AMS via LHR,Apr-16,5,4,5,yes,
2,,4,,,,Family Leisure,Economy Class,FCO to LHR,Apr-16,3,1,3,no,
1,3,3,,,,Solo Leisure,Economy Class,EDI to YYZ via LHR,Apr-16,4,1,4,no,
1,1,1,,,Boeing 747,Family Leisure,Economy Class,MAN to DXB via LHR,Apr-16,2,2,2,no,
2,,4,,,,Business,Business Class,LHR to PHL,Apr-16,4,1,1,no,1
5,4,5,,,Boeing 787,Couple Leisure,Premium Economy,LHR to YYC,Mar-16,4,5,4,yes,1
5,3,4,,,Boeing 747,Couple Leisure,First Class,LHR to YYZ,Apr-16,5,5,5,yes,
1,3,1,,,A380,Business,Economy Class,AMS to HKG via LHR,Apr-16,2,3,2,no,1
5,5,5,,,A380,Solo Leisure,First Class,LHR to HKG,Mar-16,5,5,4,yes,
5,3,4,,,Boeing 747-400,Couple Leisure,Business Class,LHR to GRU,Apr-16,5,4,4,yes,
2,2,3,,,Boeing 777,Business,Economy Class,LHR to NBO,Apr-16,2,2,2,no,2
2,3,3,,,Boeing 777,Business,Premium Economy,NBO to LHR,Apr-16,2,3,2,no,
1,1,1,,,,Couple Leisure,Economy Class,YVR to BCN via LHR,Apr-16,3,3,2,no,1
2,4,5,,,Boeing 777-200,Business,First Class,DOH to LHR via BAH,Apr-16,2,1,2,no,1
2,4,3,,,A380,Business,Business Class,LHR to JNB,Feb-16,4,2,3,no,2
1,2,2,,,,Solo Leisure,Economy Class,LHR to CPT via JNB,Apr-16,3,1,2,no,
1,3,1,,,A320 / A380,Family Leisure,Economy Class,MAN to LAX via LHR,Apr-16,3,2,1,no,
2,,1,,,,Couple Leisure,Economy Class,GIB to LHR,Jan-16,1,1,1,no,
5,4,3,,,Boeing 747,Couple Leisure,Economy Class,LHR to JFK,Apr-16,5,5,3,yes,
4,4,4,,,Boeing 777 and Boeing 787,Solo Leisure,Business Class,LHR to IAH,Apr-16,5,4,5,yes,
4,3,4,,,Boeing 777,Solo Leisure,Business Class,LHR to PEK,Feb-16,4,3,4,yes,
5,2,2,,,Boeing 747,Solo Leisure,Economy Class,YVR to CDG via LHR,Apr-16,5,5,5,yes,
3,,3,,,,Solo Leisure,Economy Class,LHR to CDG,Mar-16,4,3,5,yes,
3,3,4,,,A380,Solo Leisure,Premium Economy,HKG to LHR,Mar-16,4,3,5,yes,
5,5,5,,,A380-800,Couple Leisure,Business Class,SFO to LHR,Mar-16,5,5,5,yes,
4,2,5,,,Boeing 747-400,Solo Leisure,Premium Economy,PEK to LHR,May-15,5,4,5,yes,
4,5,5,,,A380,Couple Leisure,Premium Economy,LHR to LAX,Mar-16,5,4,4,yes,
4,3,4,,,A320,Family Leisure,Economy Class,LHR to ATH,Apr-16,4,3,4,yes,
3,,4,,,Boeing 747,Business,Business Class,RUH to DUS via LHR,Apr-16,4,1,3,no,
1,,1,,,A320,Solo Leisure,Business Class,AMS to LGW,Apr-16,3,2,2,no,
1,,3,,,A319,Solo Leisure,Economy Class,LGW to AMS,Apr-16,1,1,3,yes,
4,3,3,,,,Solo Leisure,Economy Class,MRS to YUL via LHR,Apr-16,4,3,5,no,1
5,1,3,,,Boeing 767-300,Family Leisure,Business Class,LHR to LCA,Apr-16,4,2,3,yes,
5,,4,,,SAAB 2000,Couple Leisure,Economy Class,LCY to IOM,Apr-16,5,4,4,yes,
1,,3,,,Boeing 737,Solo Leisure,Economy Class,CPH to LHR,Apr-16,1,5,4,no,
4,,4,,,E-170,Business,Economy Class,LCY to RTM,Mar-16,5,4,4,yes,
5,5,5,,,Boeing 787 / A320,Couple Leisure,Business Class,YYZ to TXL via LHR,Mar-16,5,5,4,yes,
5,5,5,,,Boeing 777,Couple Leisure,Business Class,TLV to LHR,Mar-16,5,5,5,yes,
3,,3,,,A319,Couple Leisure,Business Class,LGW to FCO,Mar-16,5,3,2,yes,
3,3,3,,,A380 / Boeing 747-400,Business,Business Class,IAD to DXB via LHR,Mar-16,4,4,3,yes,
1,1,3,,,Boeing 747-400,Solo Leisure,Economy Class,MIA to MAN via LHR,Mar-16,2,4,1,no,
3,,1,,,A321,Couple Leisure,Business Class,LHR to PSA,Mar-16,4,3,1,no,
1,1,2,,,Boeing 777,Couple Leisure,Premium Economy,UVF to LGW,Mar-16,1,2,1,no,
3,,3,,,A320,Family Leisure,Economy Class,SVQ to LGW,Mar-16,5,2,4,yes,
3,,4,,,,Family Leisure,Economy Class,OSL to LHR,Mar-16,4,4,4,yes,
3,,3,,,A319,Family Leisure,Economy Class,LGW to SVQ,Mar-16,4,4,4,yes,
4,4,3,,,Boeing 787,Solo Leisure,Economy Class,BCN to SEL via LHR,Mar-16,4,4,5,yes,
3,,1,,,,Couple Leisure,Business Class,IST to LHR,Mar-16,3,4,2,no,
4,4,3,,,Boeing 777-200,Couple Leisure,Economy Class,LHR to IAH,Mar-16,5,4,4,yes,
3,3,3,,,Boeing 747-400,Couple Leisure,First Class,LHR to DEN,Mar-16,4,4,2,no,1
4,2,3,,,Boeing 747-400 /A380,Solo Leisure,Economy Class,SEA to JNB via LHR,Mar-16,4,4,4,yes,
1,4,2,,,Boeing 787,Solo Leisure,Economy Class,AUH to LHR,Mar-16,5,4,4,yes,
2,,2,,,A320,Solo Leisure,Business Class,LGW to AMS,Mar-16,2,3,2,no,
5,5,5,,,Boeing 747-400,Solo Leisure,First Class,ORD to LHR,Mar-16,5,5,5,yes,
5,,5,,,A320,Solo Leisure,Business Class,LHR to AMS,Mar-16,5,5,5,yes,
1,3,1,,,Boeing 777,Couple Leisure,Economy Class,PHL to LHR,Mar-16,5,3,1,no,
2,,4,,,A320 / Boeing 767,Business,Economy Class,LHR to EDI,Mar-16,4,4,4,yes,
1,1,1,,,Boeing 777-300,Solo Leisure,Premium Economy,SIN to LHR,Jan-16,2,2,1,no,
4,3,3,,,Boeing 777,Couple Leisure,Premium Economy,LHR to NBO,Mar-16,5,5,4,yes,
4,5,2,,,"A320, A380",Solo Leisure,Economy Class,ATH to LAX via LHR,Jan-16,4,4,3,yes,
5,,4,,,,Solo Leisure,Business Class,LHR to PRG,Feb-16,5,5,5,yes,
5,,4,,,A320,Solo Leisure,Business Class,TRN to LGW,Feb-16,5,4,5,yes,
1,1,1,,,,Couple Leisure,Economy Class,AUS to LHR,Mar-16,1,2,2,no,
5,5,5,,,"A320, Boeing 777",Couple Leisure,Economy Class,HEL to BOM via LHR,Mar-16,5,5,5,yes,
3,2,2,,,Boeing 777,Couple Leisure,Premium Economy,PUJ to LGW,Mar-16,3,4,3,yes,
1,3,1,,,A321,Business,Economy Class,LHR to SVO,Mar-16,2,5,2,no,
3,,4,,,A320,Solo Leisure,Economy Class,LHR to ZRH,Mar-16,3,3,4,yes,
3,,4,,,A321,Solo Leisure,Business Class,ZRH to LHR,Feb-16,4,4,3,yes,
,,,,,,Business,Economy Class,AMS to LHR,Mar-16,,1,1,no,
3,4,1,,,A380,Couple Leisure,Premium Economy,MIA to LHR,Nov-15,4,4,2,no,
3,3,3,,,Boeing 777,Business,Premium Economy,HKG to LHR,Mar-16,3,1,1,no,
3,,5,,,A319,Solo Leisure,Economy Class,LHR to EDI,Mar-16,5,5,3,yes,
,3,1,,,Boeing 777,Couple Leisure,Business Class,SYD to LHR via SIN,Feb-16,2,2,1,no,
5,5,5,,,A380,Couple Leisure,Premium Economy,EDI to SFO via LHR,Sep-15,4,4,5,yes,
4,2,1,,,,Couple Leisure,Economy Class,LGW to PUJ,Mar-16,2,4,3,yes,
3,5,5,,,Boeing 777,Couple Leisure,First Class,LHR to SIN,Mar-16,4,3,5,yes,
4,,2,,,,Business,Business Class,LGW to RAK,Feb-16,4,1,1,no,
3,4,4,,,Boeing 777,Couple Leisure,Premium Economy,LHR to GIG,Feb-16,4,4,3,yes,4
1,1,1,,,Boeing 747-400 / A380,Business,First Class,LHR to ORD,Feb-16,1,1,1,no,1
4,4,4,,,Boeing 767,Solo Leisure,Economy Class,LHR to ATH,Mar-16,5,5,5,yes,
4,4,4,,,Boeing 747-400,Business,Economy Class,CPH to ACC via LHR,Feb-16,4,3,5,yes,
5,,2,,,A320,Solo Leisure,Business Class,LHR to MUC,Feb-16,5,5,5,yes,
2,,1,,,A320,Solo Leisure,Economy Class,ARN to LHR,Sep-15,2,3,3,no,
2,,3,,,A320,Business,Business Class,LHR to HEL,Mar-16,4,4,2,no,
4,4,4,,,Boeing 777-200,Couple Leisure,Economy Class,EDI to PHL via LHR,Feb-16,5,4,4,yes,
5,,4,,,A320,Solo Leisure,Economy Class,VCE to LGW,Mar-16,5,4,5,yes,
4,4,5,,,Boeing 787,Business,Business Class,LHR to MAA,Feb-16,5,4,4,yes,
4,4,4,,,Boeing 777-200,Solo Leisure,Business Class,JFK to LHR,Mar-16,5,5,4,yes,
3,4,4,,,Boeing 777-300ER,Solo Leisure,Economy Class,LHR to JFK,Feb-16,4,4,4,yes,
3,,4,,,"A320, Boeing 767-300",Business,Economy Class,LHR - EDI to LHR,Mar-16,4,4,3,yes,
2,2,2,,,Boeing 777,Solo Leisure,Economy Class,JFK to LHR,Mar-16,5,3,3,no,
4,4,3,,,Boeing 747-400,Couple Leisure,Economy Class,ACC to ZRH via LHR,Feb-16,5,4,5,yes,
3,,5,,,A320,Solo Leisure,Economy Class,OUL to LHR via HEL,Feb-16,5,4,4,yes,
1,,1,,,A319,Business,Business Class,LHR to AMS,Feb-16,2,3,1,no,
1,1,1,,,A320,Solo Leisure,Business Class,OTP to LHR,Feb-16,4,4,2,no,
3,3,5,,,A380,Business,Economy Class,IAD to LHR,Feb-16,5,1,4,yes,1
2,1,3,,,Boeing 747,Couple Leisure,Premium Economy,LHR to CPT,Feb-16,2,4,1,no,
3,2,1,,,Boeing 777,Couple Leisure,First Class,MAN to GIG via LHR,Jan-16,1,1,2,no,
,,,,,,Family Leisure,Premium Economy,Amsterdam to Orlando,Aug-15,,1,1,no,
3,4,4,,,"Boeing 777, A320, A380",Couple Leisure,Business Class,LAX to AMS via LHR,Feb-16,5,5,5,yes,
3,2,4,,,Boeing 777,Couple Leisure,Economy Class,LGW to PUJ,Jan-16,5,2,5,yes,
3,3,4,,,Boeing 777,Solo Leisure,Premium Economy,LGW to CUN,Feb-16,1,3,3,no,
3,3,1,,,Boeing 787-9,Couple Leisure,First Class,KUL to LHR,Feb-16,4,4,1,no,
5,,5,,,Boeing 767,Couple Leisure,Economy Class,LHR to ATH,Feb-16,5,5,5,yes,
1,1,1,,,Boeing 747,Family Leisure,Economy Class,LHR to YVR,Feb-16,1,2,1,no,
2,2,3,,,Boeing 787 / 777,Business,Business Class,SEA to TLV via LHR,Feb-16,3,2,2,no,
4,,2,,,A320,Couple Leisure,Business Class,LGW to NAP,Feb-16,5,2,3,yes,
3,,5,,,A319,Solo Leisure,Economy Class,LHR to DUB,Feb-16,3,3,4,yes,
,,,,,Boeing 777,Solo Leisure,Business Class,LHR to YYZ,Feb-16,,3,1,no,
2,,2,,,Boeing 777,Solo Leisure,Business Class,YYZ to LHR,Feb-16,2,4,1,no,
2,,3,,,A320,Couple Leisure,Economy Class,LGW to RAK,Feb-16,4,4,4,yes,
1,2,3,,,Boeing 747,Family Leisure,Economy Class,YVR to LIS via LHR,Jan-16,3,1,1,no,3
4,,5,,,A320,Solo Leisure,Business Class,LGW to GVA,Jan-16,5,2,5,yes,
5,4,5,,,A380,Couple Leisure,First Class,LHR to MIa,Dec-15,5,4,4,yes,
5,3,4,,,Boeing 747 400,Family Leisure,Business Class,EDI to LAS via LHR,Feb-16,5,3,4,yes,
3,2,3,,,Boeing 777,Family Leisure,Business Class,LHR to DXB,Feb-16,3,2,3,no,
4,,4,,,A320,Solo Leisure,Economy Class,MXP to LHR,Dec-15,4,3,4,yes,
4,,3,,,A320,Solo Leisure,Economy Class,BCN to LHR,Jan-16,5,4,3,yes,
4,3,4,,,Boeing 747-400,Business,Business Class,LHR to BOM,Feb-16,5,4,5,yes,
5,5,5,,,Boeing 777,Solo Leisure,First Class,ATL to LHR,Nov-15,5,4,4,yes,
4,3,4,,,Boeing 777-200,Business,Business Class,DOH to LHR via BAH,Dec-15,4,3,4,yes,
2,1,3,,,,Family Leisure,Economy Class,ZRH to LCY,Feb-16,3,1,1,no,1
2,2,3,,,Boeing 747-400,Business,Business Class,LHR to GRU,Jan-16,4,4,3,no,
5,,4,,,A320,Solo Leisure,Economy Class,KBP to LHR,Feb-16,4,1,5,yes,
2,3,2,,,Boeing 747-400,Family Leisure,Economy Class,YVR to LHR,Feb-16,1,3,2,no,
5,,4,,,A320,Couple Leisure,Economy Class,GLA to LHR,Jan-16,5,5,5,yes,
4,3,4,,,"A380, Boeing 747 and Boeing 777",Solo Leisure,Economy Class,JNB to JFK via LHR,Jan-16,5,5,4,yes,
3,4,3,,,Boeing 777-200,Couple Leisure,First Class,GIG to LHR,Feb-16,4,3,3,no,
,,1,,,,Couple Leisure,Premium Economy,LHR to YYC,Feb-16,1,1,1,no,
4,3,3,,,A380,Couple Leisure,First Class,LHR to SIN,Jan-16,4,3,3,no,
4,4,3,,,"A320, A380, Boeing 777-300",Couple Leisure,Economy Class,WAW to HKG via LHR,Jan-16,3,4,4,yes,
5,5,5,,,Boeing 777,Business,First Class,LHR to EWR,Jan-16,5,4,4,yes,
1,2,3,,,A318,Solo Leisure,Business Class,LCY to JFK,Oct-15,5,5,5,yes,
1,2,2,,,Boeing 777-200,Solo Leisure,Economy Class,LHR to BOS,Jan-16,2,1,2,no,
2,2,2,,,,Solo Leisure,Economy Class,YVR to NBO via LHR,Dec-15,2,1,3,no,
4,,4,,,,Couple Leisure,Economy Class,EDI to LGW,Jan-16,4,1,4,no,
4,3,4,,,Boeing 777,Couple Leisure,Business Class,LHR to GIG,Jan-16,5,4,4,yes,
1,1,1,,,Boeing 777,Couple Leisure,Business Class,LGW to MLE,Jan-16,1,1,1,no,1
4,,4,,,,Family Leisure,Economy Class,GLA to CDG via LHR,Jan-16,5,4,4,yes,
2,2,3,,,,Couple Leisure,Economy Class,LHR to CPT,Jan-16,3,5,2,no,
2,2,3,,,A380,Couple Leisure,Business Class,JNB to LHR,Jan-16,2,1,1,no,1
5,5,4,,,Boeing 747-400,Couple Leisure,Economy Class,GLA to JFK via LHR,Dec-15,5,4,5,yes,
5,5,5,,,Boeing 747-400,Solo Leisure,Premium Economy,KWI to EDI via LHR,Dec-15,5,5,5,yes,
1,1,3,,,Boeing 747-400,Solo Leisure,Premium Economy,YVR to LHR,Jan-16,3,4,2,no,1
,,1,,,A380,Solo Leisure,Premium Economy,LHR to SFO via EDI,Jan-16,1,1,1,no,
4,,5,,,Embraer 190,Solo Leisure,Economy Class,FRA to LCY,Oct-15,5,2,3,yes,
3,,4,,,A320,Solo Leisure,Economy Class,LGW to SZG,Sep-15,4,3,4,yes,
1,1,2,,,A380,Family Leisure,Premium Economy,MIA to MAN via LHR,Jan-16,1,1,1,no,
1,1,2,,,Boeing 777,Couple Leisure,Economy Class,BKK to LHR,Dec-15,2,3,2,no,1
3,3,4,,,A380,Solo Leisure,Economy Class,HKG to LHR,Sep-15,5,4,4,yes,
3,,1,,,,Business,Economy Class,LBA to LHR,Jan-16,5,5,3,no,
4,,4,,,Boeing 767,Solo Leisure,Economy Class,AMS to LHR,Jan-16,4,5,4,yes,
2,,5,,,Boeing 777-300ER,Solo Leisure,First Class,HKG to LHR,Dec-15,4,3,2,no,
4,4,4,,,Boeing 747,Solo Leisure,Business Class,CPT to LHR,Feb-15,3,4,4,yes,
2,3,4,,,,Family Leisure,Economy Class,MCO to LHR via MIA,Jan-16,3,1,1,no,
5,5,4,,,A380,Solo Leisure,Economy Class,LHR to SFO,Jan-16,5,4,4,yes,
1,1,2,,,,Business,Economy Class,CPH to LHR,Dec-15,1,3,3,no,
1,1,2,,,,Couple Leisure,Economy Class,LHR to LAS,Sep-15,1,3,2,no,1
2,3,2,,,Boeing 777,Couple Leisure,Business Class,BKK to LHR,Jan-16,3,3,3,yes,1
4,4,3,,,Boeing 777-300,Solo Leisure,Economy Class,LHR to JED,Jan-16,4,3,4,yes,
1,,1,,,A320,Couple Leisure,Business Class,FNC to LGW,Dec-15,2,2,1,no,
1,1,3,,,,Business,Business Class,LHR to JFK,Oct-15,1,1,2,no,1
3,2,3,,,Boeing 777-200,Family Leisure,Premium Economy,iAH to LHR,Dec-15,3,3,2,no,
4,,4,,,A320/A321,Family Leisure,Economy Class,OTP to LHR,Dec-15,4,3,5,yes,
2,4,2,,,Boeing 777-200,Couple Leisure,Business Class,YYZ to LHR,Dec-15,2,4,4,no,
4,4,4,,,Boeing 747,Couple Leisure,First Class,LHR to MEX,Jan-16,5,4,5,yes,
3,1,1,,,,Family Leisure,First Class,LAS to LHR,Dec-15,2,2,1,no,
4,4,3,,,Boeing 777,Couple Leisure,Premium Economy,MUC to JFK via LHR,Jan-16,3,5,4,yes,
1,,4,,,A320,Couple Leisure,Economy Class,LHR to PSA,Dec-15,2,1,1,no,
2,,3,,,Boeing 767,Couple Leisure,Economy Class,LHR to GLA,Jan-16,3,2,1,no,
4,,4,,,A320,Couple Leisure,Economy Class,MLA to LGW,Jan-16,4,4,5,yes,
4,1,3,,,A380,Couple Leisure,Economy Class,JNB to DUB via LHR,Dec-15,5,3,4,no,
4,5,3,,,A320 / Boeing 787,Solo Leisure,Economy Class,TLV to PHL via LHR,Nov-15,4,4,1,yes,
4,4,5,,,Boeing 787,Family Leisure,Economy Class,NCE to YUL via LHR,Jan-16,5,5,5,yes,
1,1,1,,,Boeing 777,Solo Leisure,Economy Class,BKK to LHR,Jan-16,1,2,1,no,
1,1,1,,,,Couple Leisure,Premium Economy,LGW to PUJ,Dec-15,1,1,1,no,
1,3,1,,,,Family Leisure,Economy Class,LHR to JNB,Dec-15,4,3,1,no,
3,2,3,,,Boeing 747,Solo Leisure,Economy Class,YVR-LIS via LHR,Jun-15,3,4,3,no,
4,4,4,,,Boeing 777,Family Leisure,Business Class,LHR to DEL,Dec-15,4,5,4,yes,
5,5,4,,,B767 / A380,Business,Business Class,MAD to LAX via LHR,Nov-15,5,5,4,yes,
1,1,2,,,Boeing 777,Couple Leisure,Business Class,CPH to ORD via LHR,Dec-15,3,1,1,no,1
3,,3,,,A320,Solo Leisure,Economy Class,VIE to NCL via LHR,Nov-15,3,4,2,yes,
3,,3,,,A320,Solo Leisure,Economy Class,LHR to BCN,Dec-15,3,4,4,yes,
1,,2,,,A319,Solo Leisure,Economy Class,LHR to NCL,Dec-15,3,4,1,no,
5,4,4,,,Boeing 777,Solo Leisure,Economy Class,JED to LHR,Dec-15,5,4,5,yes,
3,1,3,,,A320,Couple Leisure,Economy Class,LIS to LHR,Dec-15,1,3,3,no,
3,3,4,,,,Business,Economy Class,New York to London,Dec-15,4,1,1,no,
3,1,4,,,Boeing 747-400,Solo Leisure,Business Class,LHR to YVR,Dec-15,4,3,2,no,
1,1,4,,,,Couple Leisure,Premium Economy,Gatwick to Las Vegas,Oct-15,2,3,2,no,
3,1,1,,,,Family Leisure,Premium Economy,CPT to GVA via LHR,Dec-15,3,2,2,no,1
3,2,2,,,Boeing 747-400,Business,Economy Class,London to Vancouver,Dec-15,4,1,2,no,
2,1,1,,,Boeing 747-400,Family Leisure,Economy Class,LHR to BOM,Dec-15,1,3,1,no,
5,4,5,,,Boeing 777-200,Couple Leisure,Business Class,LGW to MCO,Dec-15,5,4,5,yes,
4,,4,,,,Couple Leisure,Economy Class,GLA to MUC via LHR,Dec-15,5,5,5,yes,
3,1,1,,,,Couple Leisure,Economy Class,LHR to BKK,Sep-15,4,2,1,no,1
,,,,,,Couple Leisure,Economy Class,LGW to SSH,Dec-15,,1,1,no,
2,1,4,,,,Couple Leisure,First Class,PHX to LHR,Dec-15,2,1,2,no,
4,,4,,,Embraer170,Family Leisure,Economy Class,LCY to GVA,Dec-15,5,4,4,yes,
5,3,5,,,Boeing 747-400,Couple Leisure,Business Class,GRU to LHR,Dec-15,5,5,5,yes,
2,5,5,,,,Family Leisure,Economy Class,Prague to New York via London,Dec-15,5,4,4,yes,
3,4,4,,,Boeing 777-300,Solo Leisure,Economy Class,Madrid to Sydney via LHR,Dec-15,1,4,4,yes,
3,2,2,,,A380,Couple Leisure,Business Class,Heathrow to Johannesburg,Oct-15,4,2,3,no,
5,,4,,,A320,Couple Leisure,Business Class,LGW to BCN,Nov-15,5,5,5,yes,
1,,2,,,,Solo Leisure,Economy Class,Salzburg to London Gatwick,Dec-15,1,2,1,no,
5,,5,,,A320,Couple Leisure,Business Class,LHR to AMS,Dec-15,5,5,5,yes,
2,2,3,,,A380,Solo Leisure,Business Class,London to Los Angeles,Dec-15,3,3,1,no,
2,1,3,,,Boeing 777,Couple Leisure,Premium Economy,GIG to LHR,Nov-15,2,2,1,no,
5,5,5,,,Boeing 747,Couple Leisure,Business Class,LHR to YVR,Dec-15,5,5,5,yes,5
,,4,,,A319,Business,Economy Class,Newcastle to Heathrow,Dec-15,5,5,5,yes,
5,4,4,,,Boeing 777-200,Couple Leisure,Business Class,MAN to JFK via LHR,Dec-15,5,5,5,yes,
5,3,2,,,,Business,Business Class,BKK to LHR,Aug-15,5,1,4,yes,
4,5,4,,,,Family Leisure,Economy Class,GIG to LHR,Dec-15,5,5,5,yes,
2,3,3,,,Boeing 777,Business,Premium Economy,LHR to AUS,Nov-15,3,1,1,no,1
1,,2,,,,Solo Leisure,Economy Class,London Gatwick to Salzburg,Dec-15,1,1,1,no,
1,1,3,,,Boeing 777,Couple Leisure,Economy Class,Punta Cana to London,Dec-15,1,3,2,no,1
5,5,5,,,Boeing 777-300,Couple Leisure,Economy Class,LHR to SIN,Dec-15,5,5,5,yes,
5,,5,,,,Solo Leisure,Economy Class,LHR to MAN,Dec-15,5,5,5,yes,
3,4,4,,,Boeing 777,Solo Leisure,Premium Economy,SEA to LHR,Nov-15,3,2,4,yes,
5,2,2,,,Boeing 747,Solo Leisure,Economy Class,LHR to SEA,Dec-15,3,5,3,yes,
5,4,5,,,Boeing 777,Couple Leisure,Business Class,BKK to LHR,Dec-15,5,5,5,yes,
5,,5,,,A320,Solo Leisure,Business Class,TXL to LHR,Dec-15,5,4,4,yes,
2,2,5,,,,Solo Leisure,First Class,JFK to London,Aug-15,4,2,1,no,
5,4,5,,,Boeing 777-200,Couple Leisure,Business Class,London Gatwick to Punta Cana,Dec-15,5,5,5,yes,
4,4,3,,,Boeing 777-200,Solo Leisure,Economy Class,LGW to TPA,Dec-15,4,4,4,yes,
5,4,4,,,Boeing 747-400,Solo Leisure,Economy Class,Heathrow to Cape Town,Dec-15,5,5,4,yes,
1,,1,,,,Couple Leisure,Economy Class,Gatwick to Funchal,Dec-15,4,3,1,no,
2,,3,,,Boeing 747-400,Solo Leisure,Economy Class,London to Chicago,Nov-15,3,3,3,yes,
3,3,4,,,Boeing 777,Couple Leisure,Premium Economy,Gatwick to Las Vegas,Dec-15,4,4,3,yes,1
2,2,3,,,Boeing 777 / A319,Solo Leisure,First Class,HND to BRU via LHR,Nov-15,4,4,3,yes,
2,1,3,,,Boeing 747-400,Business,First Class,LAS to LHR,Nov-15,5,1,1,no,
3,2,4,,,Boeing 777,Couple Leisure,Business Class,Tampa to Gatwick,Nov-15,4,3,4,yes,
3,2,4,,,Boeing 747-400,Couple Leisure,Premium Economy,LHR to MIA,Nov-15,3,3,3,yes,
1,,1,,,,Couple Leisure,Economy Class,LHR to LAS,Jul-15,4,1,1,no,1
3,4,2,,,Boeing 747-400,Couple Leisure,Economy Class,JFK to LHR,Nov-15,3,4,3,yes,
1,1,4,,,Boeing 777,Couple Leisure,Economy Class,YUL to FCO via LHR,Oct-15,3,1,1,no,
2,2,3,,,Boeing 777-200,Couple Leisure,Premium Economy,LHR to KUL,Nov-15,2,3,3,no,
4,4,1,,,Boeing 777,Family Leisure,Economy Class,IAD to DXB via LHR,Nov-15,4,3,4,yes,
5,4,3,,,Boeing 747-400,Solo Leisure,Economy Class,EDI to LAS via LHR,Nov-15,5,5,5,yes,
4,,5,,,A320,Solo Leisure,Economy Class,MAD to LHR,Nov-15,5,4,4,yes,
1,,1,,,A320,Couple Leisure,Business Class,LHR to IST,Oct-15,4,2,1,no,
1,2,2,,,,Couple Leisure,Economy Class,London to Barbados,Nov-15,2,3,2,no,1
3,1,2,,,Boeing 777-200,Couple Leisure,Premium Economy,GLA to BKK via LHR,Oct-15,1,2,2,no,1
2,2,2,,,,Solo Leisure,Premium Economy,LHR to BNE via SIN,Oct-15,4,3,3,no,
1,2,3,,,Boeing 777-300ER,Business,Economy Class,MAN to BOM via LHR,Jan-15,1,4,4,yes,
4,,3,,,,Couple Leisure,Economy Class,Rome to London,Nov-15,5,1,2,no,
2,,4,,,Boeing 777,Couple Leisure,Business Class,Bangkok to London,Nov-15,2,3,2,no,1
1,,1,,,A319,Business,Economy Class,LGW to AMS,Nov-15,2,1,3,no,
5,5,5,,,A380,Couple Leisure,First Class,Heathrow to Singapore,Nov-15,5,5,5,yes,
4,,2,,,A320/321,Couple Leisure,Business Class,LHR to Krakow,Nov-15,5,2,3,yes,
4,5,4,,,A380,Solo Leisure,Premium Economy,BSL to JNB via LHR,Nov-15,5,4,4,yes,
5,5,3,,,Boeing 747-400,Solo Leisure,Economy Class,London to Vancouver,Aug-15,4,2,3,yes,1
5,4,4,,,A380 / Boeing 747-400,Couple Leisure,Premium Economy,LHR to SFO,Nov-15,5,3,5,yes,
2,,3,,,,Couple Leisure,Economy Class,Vienna to London,Nov-15,3,2,1,no,
1,1,1,,,Boeing 747-400,Business,Business Class,LHR to GRU,Nov-15,2,3,1,no,
3,2,3,,,Boeing 777,Couple Leisure,Premium Economy,LGW to Grenada,Nov-15,3,3,3,yes,2
4,,4,,,Boeing 767 / A320,Business,Economy Class,LHR to EDI,Nov-15,4,4,4,yes,
3,3,3,,,,Couple Leisure,Business Class,LHR to DXB,Nov-15,4,3,3,yes,
,,,,,,Business,Economy Class,LHR to MUC,Nov-15,,1,1,no,
4,,3,,,A319,Solo Leisure,Business Class,FCO to LGW,Nov-15,2,2,4,yes,
1,,2,,,A320,Business,Business Class,Hannover to LHR,Nov-15,4,1,1,no,
,,3,,,,Business,Economy Class,DUB to LCY,Nov-15,4,1,1,no,
1,,2,,,A320,Business,Business Class,LHR to Hannover,Nov-15,4,3,2,no,
3,3,2,,,Boeing 777,Solo Leisure,Business Class,LHR to DXB,Nov-15,4,4,4,yes,
3,4,5,,,Boeing 777,Solo Leisure,First Class,Heathrow to Houston,Nov-15,5,5,4,yes,
